project,datapoint,n_commits,n_files,n_files_updated_i,shared_files
commons-lang,a26c319b0ccc541d532062758dc1bc748df20b27_5dd97491f96cb442cf68bf791ea1c3504bb3c3de,2,4,3,1
commons-lang,8cc0632f3a4dfb7bec737b49635cf21962a3e945_41ff1fac4790870285bbdbdca32890702c89ae29,2,5,5,1
commons-lang,8cc0632f3a4dfb7bec737b49635cf21962a3e945_0b2b82ad923b0455cde93286e3f504a1abd0863b,3,7,2,1
commons-lang,8cc0632f3a4dfb7bec737b49635cf21962a3e945_82377c48d26c499c048a8c667c0e4bff643e90dd,4,13,7,1
commons-lang,0b2b82ad923b0455cde93286e3f504a1abd0863b_82377c48d26c499c048a8c667c0e4bff643e90dd,2,9,7,0
commons-lang,0b2b82ad923b0455cde93286e3f504a1abd0863b_b27de935e21e9a141ac5b4761392d41f43755275,3,12,3,0
commons-lang,0b2b82ad923b0455cde93286e3f504a1abd0863b_66e07854d61565bd003143f61dd37950958fb34e,4,21,10,1
commons-lang,b27de935e21e9a141ac5b4761392d41f43755275_66e07854d61565bd003143f61dd37950958fb34e,2,11,10,0
commons-lang,8a168383211181b7466d5bb1ac364eb75806eae6_4ecd9e5dbfb55aa9112b421fef82eb399dd3a185,2,2,2,1
commons-lang,8a168383211181b7466d5bb1ac364eb75806eae6_9645e06f54dd5141eee6529a9c04da4a6792ce5b,3,4,2,1
commons-lang,8a168383211181b7466d5bb1ac364eb75806eae6_25cae640c863aa895804e286b91e1bef82176a1f,4,6,2,1
commons-lang,9645e06f54dd5141eee6529a9c04da4a6792ce5b_25cae640c863aa895804e286b91e1bef82176a1f,2,3,2,0
commons-lang,9645e06f54dd5141eee6529a9c04da4a6792ce5b_b0b98407a3a883505d610e26c9b8aeb114671c83,3,5,2,0
commons-lang,9645e06f54dd5141eee6529a9c04da4a6792ce5b_14cbf3e77752655d91400faa0413baaf839a936a,4,7,2,0
commons-lang,b0b98407a3a883505d610e26c9b8aeb114671c83_14cbf3e77752655d91400faa0413baaf839a936a,2,2,2,0
commons-lang,b0b98407a3a883505d610e26c9b8aeb114671c83_f462b1bda9101b9c89526ab51a9435f11371c557,3,3,2,1
commons-lang,b0b98407a3a883505d610e26c9b8aeb114671c83_4e228f6b655f5f3d50aae840b601451edc833cfb,4,4,2,1
commons-lang,f462b1bda9101b9c89526ab51a9435f11371c557_4e228f6b655f5f3d50aae840b601451edc833cfb,2,3,2,0
commons-lang,f462b1bda9101b9c89526ab51a9435f11371c557_ac5fa3a9d2813f141a4fe73d48aa0b6ea88e50f3,3,4,2,1
commons-lang,f462b1bda9101b9c89526ab51a9435f11371c557_bbe0b08df9f49a90a671e66f2bcf2ccddf3b54d3,4,5,2,1
commons-lang,ac5fa3a9d2813f141a4fe73d48aa0b6ea88e50f3_bbe0b08df9f49a90a671e66f2bcf2ccddf3b54d3,2,1,2,1
commons-lang,ac5fa3a9d2813f141a4fe73d48aa0b6ea88e50f3_ad6945f163f4e11d1d39c6e39714a20fe17dba35,3,1,0,1
commons-lang,ac5fa3a9d2813f141a4fe73d48aa0b6ea88e50f3_591dc8fdfbda2bb5a6308135897a93a56e9ef9b6,4,2,1,1
commons-lang,ad6945f163f4e11d1d39c6e39714a20fe17dba35_591dc8fdfbda2bb5a6308135897a93a56e9ef9b6,2,1,1,0
commons-lang,ad6945f163f4e11d1d39c6e39714a20fe17dba35_a09f9cf9ef2b316b489094d7197c47be3526c62d,3,2,1,0
commons-lang,ad6945f163f4e11d1d39c6e39714a20fe17dba35_7d26103ec51aeea6d7e8972ac8d183f1f43d08d1,4,6,4,0
commons-lang,a09f9cf9ef2b316b489094d7197c47be3526c62d_7d26103ec51aeea6d7e8972ac8d183f1f43d08d1,2,5,4,0
commons-lang,a09f9cf9ef2b316b489094d7197c47be3526c62d_0d7a7198e1eb242441aadd7621776362be073a20,3,6,2,1
commons-lang,a09f9cf9ef2b316b489094d7197c47be3526c62d_e4f94e085a7c068c7000def150a2ceb708232aee,4,8,3,1
commons-lang,0d7a7198e1eb242441aadd7621776362be073a20_e4f94e085a7c068c7000def150a2ceb708232aee,2,3,3,1
commons-lang,0d7a7198e1eb242441aadd7621776362be073a20_a473984ef081ac1c55ce263345c5a54049275935,3,4,1,1
commons-lang,0d7a7198e1eb242441aadd7621776362be073a20_fe71cc818e9b5c4f3f53210381ccaaf13c3b3fc2,4,8,4,1
commons-lang,a473984ef081ac1c55ce263345c5a54049275935_fe71cc818e9b5c4f3f53210381ccaaf13c3b3fc2,2,4,4,0
commons-lang,a473984ef081ac1c55ce263345c5a54049275935_48d30eceed0623fadea0078a12426d4a850cf3ae,3,5,1,0
commons-lang,b2d6697369110b3f2e0214d633c92d4521330d55_07e3d91d8caf2b06b6782ea25d80b57e51338e8d,2,3,3,0
commons-lang,b2d6697369110b3f2e0214d633c92d4521330d55_fb6283c76a3967233d5f69f3c72b688c06412a2f,3,3,0,0
commons-lang,b2d6697369110b3f2e0214d633c92d4521330d55_e7df570aabe17b4adedd2db3aac338554146acb3,4,3,0,0
commons-lang,fb6283c76a3967233d5f69f3c72b688c06412a2f_e7df570aabe17b4adedd2db3aac338554146acb3,2,0,0,0
commons-lang,fb6283c76a3967233d5f69f3c72b688c06412a2f_79a8bb1411d9b25a83e63ce63e8dc88916d1632f,3,0,0,0
commons-lang,fb6283c76a3967233d5f69f3c72b688c06412a2f_a8aca892e9273b4092d61967bd805cd1e9064279,4,0,0,0
commons-lang,79a8bb1411d9b25a83e63ce63e8dc88916d1632f_a8aca892e9273b4092d61967bd805cd1e9064279,2,0,0,0
commons-lang,79a8bb1411d9b25a83e63ce63e8dc88916d1632f_88bdd3cc1b24e235337a964ea188fbd62e5af211,3,1,1,0
commons-lang,79a8bb1411d9b25a83e63ce63e8dc88916d1632f_6148260c89f82f6cb482cff37c19d60cf7a68c52,4,3,2,0
commons-lang,88bdd3cc1b24e235337a964ea188fbd62e5af211_6148260c89f82f6cb482cff37c19d60cf7a68c52,2,2,2,0
commons-lang,88bdd3cc1b24e235337a964ea188fbd62e5af211_cb630899301eedfe39b6c2b3b8c266b1917a6527,3,49,48,1
commons-lang,cb630899301eedfe39b6c2b3b8c266b1917a6527_7b1188cceb67b9459b46fb9f7597e520d165688f,2,8,7,1
commons-lang,cb630899301eedfe39b6c2b3b8c266b1917a6527_e4a88f548da9c63dc9d57b42ecd9c8462ece985d,3,30,26,4
commons-lang,cb630899301eedfe39b6c2b3b8c266b1917a6527_1c71eb65982faff7c72eab69e8792dcf3bcfe4e4,4,32,4,5
commons-lang,e4a88f548da9c63dc9d57b42ecd9c8462ece985d_1c71eb65982faff7c72eab69e8792dcf3bcfe4e4,2,21,4,0
commons-lang,e4a88f548da9c63dc9d57b42ecd9c8462ece985d_cd02e447f55bdb76dadc76e60db511afd15d4c64,3,21,1,1
commons-lang,e4a88f548da9c63dc9d57b42ecd9c8462ece985d_fbe9c5381fa84cf51d86efcb8240e992c53d5db4,4,22,2,1
commons-lang,cd02e447f55bdb76dadc76e60db511afd15d4c64_fbe9c5381fa84cf51d86efcb8240e992c53d5db4,2,2,2,1
commons-lang,cd02e447f55bdb76dadc76e60db511afd15d4c64_2f5c744471b24439a382b463a4a1c38741a722a4,3,9,9,2
commons-lang,cd02e447f55bdb76dadc76e60db511afd15d4c64_351a1b3ff61ac8059f6141e7965115360177915c,4,10,2,2
commons-lang,2f5c744471b24439a382b463a4a1c38741a722a4_351a1b3ff61ac8059f6141e7965115360177915c,2,2,2,1
commons-lang,03777966ea88588f744252e08d69f52f83cf8745_0b1929cbb026364486723f8c83bd26d08fff7cd0,2,3,3,0
commons-lang,03777966ea88588f744252e08d69f52f83cf8745_8a25b17e37a6a21dc82d5fa42831b563ae6258f6,3,6,3,0
commons-lang,03777966ea88588f744252e08d69f52f83cf8745_b0287b02a64cdd473038e1b792fae033b57158b8,4,165,165,6
commons-lang,8a25b17e37a6a21dc82d5fa42831b563ae6258f6_b0287b02a64cdd473038e1b792fae033b57158b8,2,165,165,2
commons-lang,8a25b17e37a6a21dc82d5fa42831b563ae6258f6_886b7b8a83965b1f98d38cbe01cde0bf6169b642,3,165,1,2
commons-lang,8a25b17e37a6a21dc82d5fa42831b563ae6258f6_fec5e47638aeb2860a604daa0f424a91dbd9a166,4,165,0,2
commons-lang,886b7b8a83965b1f98d38cbe01cde0bf6169b642_fec5e47638aeb2860a604daa0f424a91dbd9a166,2,1,0,0
commons-lang,886b7b8a83965b1f98d38cbe01cde0bf6169b642_fe8852fbc4cb2d62459d817af8c57013dee4f6aa,3,1,1,1
commons-lang,886b7b8a83965b1f98d38cbe01cde0bf6169b642_21761498df0846a19ef6e0da42941cfdc5fd2d84,4,3,3,1
commons-lang,fe8852fbc4cb2d62459d817af8c57013dee4f6aa_21761498df0846a19ef6e0da42941cfdc5fd2d84,2,3,3,1
commons-lang,fe8852fbc4cb2d62459d817af8c57013dee4f6aa_be0ffb670f59e160f1dda3eda8a2f44637149fb2,3,7,6,3
commons-lang,fe8852fbc4cb2d62459d817af8c57013dee4f6aa_4e8fa7fe2b495787e013df1df4c9fc3ced11e35d,4,7,1,3
commons-lang,be0ffb670f59e160f1dda3eda8a2f44637149fb2_4e8fa7fe2b495787e013df1df4c9fc3ced11e35d,2,5,1,0
commons-lang,be0ffb670f59e160f1dda3eda8a2f44637149fb2_5564fb57cf13dac2f052ceb3a7039a5d156fbe8d,3,13,8,0
commons-lang,be0ffb670f59e160f1dda3eda8a2f44637149fb2_e918def5cc0f9f548909598d4828371f50f7e675,4,15,2,0
commons-lang,5564fb57cf13dac2f052ceb3a7039a5d156fbe8d_e918def5cc0f9f548909598d4828371f50f7e675,2,10,2,0
commons-lang,5564fb57cf13dac2f052ceb3a7039a5d156fbe8d_0c922efa781b14eb4afd32abe32a16c3a6f5d9c6,3,15,5,0
commons-lang,5564fb57cf13dac2f052ceb3a7039a5d156fbe8d_fa524f56d58c6d85a36aee0e5a7e7ade4279ec00,4,18,8,5
commons-lang,0c922efa781b14eb4afd32abe32a16c3a6f5d9c6_fa524f56d58c6d85a36aee0e5a7e7ade4279ec00,2,8,8,4
commons-lang,0c922efa781b14eb4afd32abe32a16c3a6f5d9c6_542a834e22c835785b0ca6451ad161d7409135be,3,13,6,5
commons-lang,0c922efa781b14eb4afd32abe32a16c3a6f5d9c6_6e9ff77d27cba3237cd8ed810c4a6c679806a5a3,4,16,3,5
commons-lang,542a834e22c835785b0ca6451ad161d7409135be_6e9ff77d27cba3237cd8ed810c4a6c679806a5a3,2,8,3,0
commons-lang,542a834e22c835785b0ca6451ad161d7409135be_0b6ddff1dd1f5cf6d51a9515ad210caef830e455,3,10,2,0
commons-lang,542a834e22c835785b0ca6451ad161d7409135be_cd51f0310143d31f24de16cb004cc368b0d49f32,4,11,1,0
commons-lang,0b6ddff1dd1f5cf6d51a9515ad210caef830e455_cd51f0310143d31f24de16cb004cc368b0d49f32,2,2,1,0
commons-lang,0b6ddff1dd1f5cf6d51a9515ad210caef830e455_bdabd7e3fb780a5835536c17933c55b5582c8914,3,3,1,0
commons-lang,0b6ddff1dd1f5cf6d51a9515ad210caef830e455_a599a61741d338bba623fe1b37ac0f17b2cbe26c,4,20,17,0
commons-lang,bdabd7e3fb780a5835536c17933c55b5582c8914_a599a61741d338bba623fe1b37ac0f17b2cbe26c,2,17,17,0
commons-lang,bdabd7e3fb780a5835536c17933c55b5582c8914_c31705923753b529ac933824b79111813f29981c,3,20,9,6
commons-lang,bdabd7e3fb780a5835536c17933c55b5582c8914_3cc14f685e78a4f5842e518c4d7dcb79152aeb0c,4,25,12,8
commons-lang,c31705923753b529ac933824b79111813f29981c_3cc14f685e78a4f5842e518c4d7dcb79152aeb0c,2,14,12,0
commons-lang,c31705923753b529ac933824b79111813f29981c_22f49d76bd1ccff603c06eaa83e448835cab5c3b,3,14,1,1
commons-lang,c31705923753b529ac933824b79111813f29981c_5075750b6effaf76c9965a00fae001067454a628,4,15,1,1
commons-lang,22f49d76bd1ccff603c06eaa83e448835cab5c3b_5075750b6effaf76c9965a00fae001067454a628,2,2,1,0
commons-lang,22f49d76bd1ccff603c06eaa83e448835cab5c3b_b8e5a41aa2649df54767ce0a964456ff64c85018,3,12,10,0
commons-lang,b8e5a41aa2649df54767ce0a964456ff64c85018_bce7ca201b8a8696cee809983356fd63a0c216f7,2,4,4,0
commons-lang,b8e5a41aa2649df54767ce0a964456ff64c85018_a74fca2338688ef5fb8cdb221e4e699b007376dc,3,4,0,0
commons-lang,b8e5a41aa2649df54767ce0a964456ff64c85018_4f810a158c01c59639b281dd4d5d20444f75a886,4,4,0,0
commons-lang,a74fca2338688ef5fb8cdb221e4e699b007376dc_4f810a158c01c59639b281dd4d5d20444f75a886,2,0,0,0
commons-lang,a74fca2338688ef5fb8cdb221e4e699b007376dc_5826311983608657884261d1c79b511696dea463,3,13,13,0
commons-lang,a74fca2338688ef5fb8cdb221e4e699b007376dc_2d20a35b0e42748d4fa59c6a031d04fe8edf3922,4,13,0,0
commons-lang,5826311983608657884261d1c79b511696dea463_2d20a35b0e42748d4fa59c6a031d04fe8edf3922,2,1,0,0
commons-lang,ee82ee392f9fe9bd0e5ab0922b4ae7721e84639c_f08213cc4c35fd71e98aa5233fcb2db3333793a2,2,8,3,0
commons-lang,ee82ee392f9fe9bd0e5ab0922b4ae7721e84639c_0b3a8a3128890f710700d04e38df48b883d11d91,3,10,2,0
commons-lang,ee82ee392f9fe9bd0e5ab0922b4ae7721e84639c_c2db895cb29c07c4b44e49a26ddde7f548cc9e58,4,10,1,1
commons-lang,0b3a8a3128890f710700d04e38df48b883d11d91_c2db895cb29c07c4b44e49a26ddde7f548cc9e58,2,2,1,1
commons-lang,0b3a8a3128890f710700d04e38df48b883d11d91_87709af0cbe46f7edec54d10537b2e14f07fed51,3,4,2,1
commons-lang,0b3a8a3128890f710700d04e38df48b883d11d91_728b156730c66ef4d725db15033ca51ee3844467,4,18,16,2
commons-lang,87709af0cbe46f7edec54d10537b2e14f07fed51_728b156730c66ef4d725db15033ca51ee3844467,2,18,16,0
commons-lang,87709af0cbe46f7edec54d10537b2e14f07fed51_1c3cdb034fb1115c06beb173ecbf772176bba6c4,3,45,38,11
commons-lang,87709af0cbe46f7edec54d10537b2e14f07fed51_a77388b42cc37141d6fcfed991f6b95fa0731744,4,49,5,12
commons-lang,1c3cdb034fb1115c06beb173ecbf772176bba6c4_a77388b42cc37141d6fcfed991f6b95fa0731744,2,6,5,0
commons-lang,1c3cdb034fb1115c06beb173ecbf772176bba6c4_9c37a0164375ab990b28562bd1d33476e8c55c29,3,15,10,1
commons-lang,1c3cdb034fb1115c06beb173ecbf772176bba6c4_33a8f3e55adf7879a12de712805a00a4cbd52739,4,18,3,1
commons-lang,9c37a0164375ab990b28562bd1d33476e8c55c29_33a8f3e55adf7879a12de712805a00a4cbd52739,2,3,3,0
commons-lang,9c37a0164375ab990b28562bd1d33476e8c55c29_18d2d6ba8bba3b226ee1984201604755f8783514,3,3,0,0
commons-lang,9c37a0164375ab990b28562bd1d33476e8c55c29_7888a55220f16f94801b1b3cba232ae632704439,4,5,2,0
commons-lang,18d2d6ba8bba3b226ee1984201604755f8783514_7888a55220f16f94801b1b3cba232ae632704439,2,2,2,0
commons-lang,18d2d6ba8bba3b226ee1984201604755f8783514_af29e3f7e9b2e132430c982985a0b101d1fbced7,3,2,2,2
commons-lang,18d2d6ba8bba3b226ee1984201604755f8783514_3eea19b99e047d68051ed6cda8f176f10c615227,4,2,1,2
commons-lang,af29e3f7e9b2e132430c982985a0b101d1fbced7_3eea19b99e047d68051ed6cda8f176f10c615227,2,2,1,0
commons-lang,af29e3f7e9b2e132430c982985a0b101d1fbced7_7b80ad8087474f9302eec6fca2d0c5cb60df7b6a,3,2,1,1
commons-lang,af29e3f7e9b2e132430c982985a0b101d1fbced7_f28b0155fa5ef7076489c323a219c072e58e99e4,4,2,0,1
commons-lang,7b80ad8087474f9302eec6fca2d0c5cb60df7b6a_f28b0155fa5ef7076489c323a219c072e58e99e4,2,0,0,0
commons-lang,7b80ad8087474f9302eec6fca2d0c5cb60df7b6a_b02cc1b8c5353b68bbf5980bf80862f0561931e4,3,13,13,0
commons-lang,7b80ad8087474f9302eec6fca2d0c5cb60df7b6a_cc3e6d809c0ee26dd9dd9544f68be215e48f16d9,4,14,3,2
commons-lang,b02cc1b8c5353b68bbf5980bf80862f0561931e4_cc3e6d809c0ee26dd9dd9544f68be215e48f16d9,2,3,3,2
commons-lang,b02cc1b8c5353b68bbf5980bf80862f0561931e4_c45d62882339e5082693475c7f151245f6971da8,3,3,1,3
commons-lang,b02cc1b8c5353b68bbf5980bf80862f0561931e4_b7f8443d5246d92b66f1d300cd461e6df41e03ac,4,4,1,3
commons-lang,c45d62882339e5082693475c7f151245f6971da8_b7f8443d5246d92b66f1d300cd461e6df41e03ac,2,2,1,0
commons-lang,c45d62882339e5082693475c7f151245f6971da8_976807f2165e970df768659e171e160f47f52164,3,3,1,0
commons-lang,c45d62882339e5082693475c7f151245f6971da8_1a1a7e915e2c1ad67f08ab9b66257fd62bc00551,4,3,0,0
commons-lang,976807f2165e970df768659e171e160f47f52164_1a1a7e915e2c1ad67f08ab9b66257fd62bc00551,2,0,0,0
commons-lang,976807f2165e970df768659e171e160f47f52164_0213f5a58c33f8e567a538a496a765cd35478e80,3,13,13,0
commons-lang,976807f2165e970df768659e171e160f47f52164_5e904260010af9ddc67f9ba19c45b8bd4cb6a4ea,4,14,1,0
commons-lang,0213f5a58c33f8e567a538a496a765cd35478e80_5e904260010af9ddc67f9ba19c45b8bd4cb6a4ea,2,2,1,0
commons-lang,0213f5a58c33f8e567a538a496a765cd35478e80_27263e28d41ed6a06067f301a364a6353c863ede,3,48,48,2
commons-lang,0213f5a58c33f8e567a538a496a765cd35478e80_3cfd2542e53e5520377be478bf456d96163d2bd9,4,48,0,2
commons-lang,27263e28d41ed6a06067f301a364a6353c863ede_3cfd2542e53e5520377be478bf456d96163d2bd9,2,0,0,0
commons-lang,27263e28d41ed6a06067f301a364a6353c863ede_69ad232d64f31887896c9d1124097e7ea2e548d5,3,2,2,0
commons-lang,27263e28d41ed6a06067f301a364a6353c863ede_0a87870db08f6c3f9b9ff0a1834c345a8de26597,4,2,1,1
commons-lang,69ad232d64f31887896c9d1124097e7ea2e548d5_0a87870db08f6c3f9b9ff0a1834c345a8de26597,2,1,1,0
commons-lang,69ad232d64f31887896c9d1124097e7ea2e548d5_c28366d8883d40b4a96934a11fb7ac289fa6be7a,3,2,1,0
commons-lang,69ad232d64f31887896c9d1124097e7ea2e548d5_add5f4371ed7106e02c40ed7d8a54c9057015916,4,4,2,0
commons-lang,c28366d8883d40b4a96934a11fb7ac289fa6be7a_add5f4371ed7106e02c40ed7d8a54c9057015916,2,3,2,0
commons-lang,c28366d8883d40b4a96934a11fb7ac289fa6be7a_b887be8b7ac7aecbbd97b26b3cba008a61001694,3,5,2,0
commons-lang,c28366d8883d40b4a96934a11fb7ac289fa6be7a_a22ad07e51ef2756872e9ffd288db0a2014c0330,4,6,1,0
commons-lang,b887be8b7ac7aecbbd97b26b3cba008a61001694_a22ad07e51ef2756872e9ffd288db0a2014c0330,2,2,1,0
commons-lang,b887be8b7ac7aecbbd97b26b3cba008a61001694_2978c013e98f57fe57ef49882237babdde52c4cd,3,6,6,2
commons-lang,b887be8b7ac7aecbbd97b26b3cba008a61001694_e4bf184121faec71ca9c5783b7fb581c98ea9357,4,8,2,2
commons-lang,2978c013e98f57fe57ef49882237babdde52c4cd_e4bf184121faec71ca9c5783b7fb581c98ea9357,2,2,2,0
commons-lang,2978c013e98f57fe57ef49882237babdde52c4cd_aff3ccddf949304c0609a4e9128e0a40e692072b,3,4,2,0
commons-lang,2978c013e98f57fe57ef49882237babdde52c4cd_e6bd69471a4df367f95aa3846a7af288665f3290,4,6,2,0
commons-lang,aff3ccddf949304c0609a4e9128e0a40e692072b_e6bd69471a4df367f95aa3846a7af288665f3290,2,3,2,0
commons-lang,aff3ccddf949304c0609a4e9128e0a40e692072b_2155582e3ea27555160d5ab372009281904bfd96,3,5,2,0
commons-lang,aff3ccddf949304c0609a4e9128e0a40e692072b_a38ea17fbbc8c2ff98eba3066e9a03d209d9b0b1,4,8,8,5
commons-lang,2155582e3ea27555160d5ab372009281904bfd96_a38ea17fbbc8c2ff98eba3066e9a03d209d9b0b1,2,8,8,1
commons-lang,2155582e3ea27555160d5ab372009281904bfd96_850e5af523e1f577b1cd39061441fbfe6b1d5a33,3,8,0,1
commons-lang,2155582e3ea27555160d5ab372009281904bfd96_24668dfa0354d61ebbffb160a62a0d7c12293372,4,8,0,1
commons-lang,850e5af523e1f577b1cd39061441fbfe6b1d5a33_24668dfa0354d61ebbffb160a62a0d7c12293372,2,0,0,0
commons-lang,850e5af523e1f577b1cd39061441fbfe6b1d5a33_8e7c497f7724f6513b7e38e4914d015d69bf2974,3,0,0,0
commons-lang,850e5af523e1f577b1cd39061441fbfe6b1d5a33_64876f8dcff0fc1c2a1af4a3be96fe0b691cd850,4,0,0,0
commons-lang,8e7c497f7724f6513b7e38e4914d015d69bf2974_64876f8dcff0fc1c2a1af4a3be96fe0b691cd850,2,0,0,0
commons-lang,8e7c497f7724f6513b7e38e4914d015d69bf2974_6fc2ddea91479230f73b9fd1bb8b2592fd83fca6,3,0,0,0
commons-lang,8e7c497f7724f6513b7e38e4914d015d69bf2974_4b3206587468c15cb8adb9f8cd5167854810e549,4,0,0,0
commons-lang,6fc2ddea91479230f73b9fd1bb8b2592fd83fca6_4b3206587468c15cb8adb9f8cd5167854810e549,2,0,0,0
commons-lang,6fc2ddea91479230f73b9fd1bb8b2592fd83fca6_6b4c3f12cbeb7bec88007b68c7c5bd17b9e87d4e,3,5,5,0
commons-lang,6fc2ddea91479230f73b9fd1bb8b2592fd83fca6_da62120ed2b423f2ef8b50a8112f641c8dad6ce3,4,14,9,0
commons-lang,6b4c3f12cbeb7bec88007b68c7c5bd17b9e87d4e_da62120ed2b423f2ef8b50a8112f641c8dad6ce3,2,9,9,0
commons-lang,6b4c3f12cbeb7bec88007b68c7c5bd17b9e87d4e_55de9459b90822f7a38c1c0e42121d7204347442,3,9,1,0
commons-lang,6b4c3f12cbeb7bec88007b68c7c5bd17b9e87d4e_83669e003afd41e1b3a1d54fc2d4f1a8342698d5,4,15,6,0
commons-lang,55de9459b90822f7a38c1c0e42121d7204347442_83669e003afd41e1b3a1d54fc2d4f1a8342698d5,2,6,6,0
commons-lang,55de9459b90822f7a38c1c0e42121d7204347442_c05773fea5c00f162691ffccde7d1dab5dd2c6f4,3,8,2,0
commons-lang,55de9459b90822f7a38c1c0e42121d7204347442_fdd5b27c3457d66091e81009fde1dbb8595b1c31,4,10,2,0
commons-lang,c05773fea5c00f162691ffccde7d1dab5dd2c6f4_fdd5b27c3457d66091e81009fde1dbb8595b1c31,2,3,2,0
commons-lang,c05773fea5c00f162691ffccde7d1dab5dd2c6f4_a37464851be3349023a1e30869f406a2ec3a6285,3,10,7,0
commons-lang,c05773fea5c00f162691ffccde7d1dab5dd2c6f4_a4323dd71e3df2b6a7928908f8f5f7c4bc21f990,4,12,2,0
commons-lang,a37464851be3349023a1e30869f406a2ec3a6285_a4323dd71e3df2b6a7928908f8f5f7c4bc21f990,2,2,2,0
commons-lang,a37464851be3349023a1e30869f406a2ec3a6285_4e5a629f9acd2694c89ffa7ca33431d60d279608,3,4,2,0
commons-lang,a37464851be3349023a1e30869f406a2ec3a6285_d3fe375258bee9584a7d835cb3fed3d1834ef507,4,5,2,1
commons-lang,4e5a629f9acd2694c89ffa7ca33431d60d279608_d3fe375258bee9584a7d835cb3fed3d1834ef507,2,3,2,0
commons-lang,d3fe375258bee9584a7d835cb3fed3d1834ef507_ec4956708abf076d64bb1560261d8c43cac2ed9e,2,7,7,0
commons-lang,706307f7eafd4c8ce7e7451270b0647e6319fc0f_ddbeaa9a0d01a1eb29ab505f412748b65d08ec4d,2,4,4,2
commons-lang,b9a17cd484d79387ded61f28a7504e53d23c006b_d45e29132db03eac3286537224e0250dcd0c6cfd,2,12,0,0
commons-lang,b9a17cd484d79387ded61f28a7504e53d23c006b_505d9658da9d825f107d3f189f0a752ab79b0abe,3,12,0,0
commons-lang,b9a17cd484d79387ded61f28a7504e53d23c006b_e4b446d9fefddd9639e56bd31f25661cac22589f,4,12,0,0
commons-lang,505d9658da9d825f107d3f189f0a752ab79b0abe_e4b446d9fefddd9639e56bd31f25661cac22589f,2,0,0,0
commons-lang,505d9658da9d825f107d3f189f0a752ab79b0abe_d31092f18e40f1aaee8872c26537bf96ae5f6c38,3,19,19,0
commons-lang,505d9658da9d825f107d3f189f0a752ab79b0abe_f9d5393d18286c562dbd67def67add5b19024b0a,4,19,0,0
commons-lang,d31092f18e40f1aaee8872c26537bf96ae5f6c38_f9d5393d18286c562dbd67def67add5b19024b0a,2,0,0,0
commons-lang,d31092f18e40f1aaee8872c26537bf96ae5f6c38_1b6d1f7b157796e86cbb73845622ae926953207f,3,0,0,0
commons-lang,d31092f18e40f1aaee8872c26537bf96ae5f6c38_569a41688949fe466d09f76727461563ffd5cf9b,4,36,36,0
commons-lang,1b6d1f7b157796e86cbb73845622ae926953207f_569a41688949fe466d09f76727461563ffd5cf9b,2,36,36,0
commons-lang,1b6d1f7b157796e86cbb73845622ae926953207f_aaf19191cdd07fd9063e57b1e759166d4c5bd9d9,3,36,0,0
commons-lang,1b6d1f7b157796e86cbb73845622ae926953207f_955ae1bae49c57ee63b29ff657e4785966e1d237,4,36,0,0
commons-lang,aaf19191cdd07fd9063e57b1e759166d4c5bd9d9_955ae1bae49c57ee63b29ff657e4785966e1d237,2,0,0,0
commons-lang,aaf19191cdd07fd9063e57b1e759166d4c5bd9d9_5b6e00c9655d2897005b284bcd270bc9fdf085ae,3,0,0,0
commons-lang,c9b40c3d40e7dbf2d42fd33122018364e3df03cd_07114c79be22fbb40296cb2fe6c2ea6946eae802,2,12,12,0
commons-lang,6abad0890222951ae1fdc771af2c2d24c94641ab_a3b479b758fdc9e8852eb5ba9d925ef98b1a9dc8,2,3,2,0
commons-lang,6abad0890222951ae1fdc771af2c2d24c94641ab_e48d441605983b05b3952f8474f86bd2d23ce09d,3,4,1,0
commons-lang,666a46b89edcdf7f1b105abc1907778735f62d09_c8afaa3e869cc8c25577641553e0d0b5bdac78b5,2,1,1,0
commons-lang,4a84df2e063bd2cdc30de5b42a7aa07a333ecfc2_7feaa31ae2ad282fc3839bcec10f31c7ee082f8b,2,17,17,1
commons-lang,a58a3fd6724b5ec8a93121e90e0136fb8199cdb5_4c6be0a2048ced5408200859e4c3a791b167e269,2,8,8,1
commons-lang,8d11c4a3b4e2841cd5ba7dd78a4325ef27eb6988_76cc6a6214975ff73bba6f35846782dbcd823140,2,2,1,1
commons-lang,8d11c4a3b4e2841cd5ba7dd78a4325ef27eb6988_12e803d67169bc4e0d8d9ba56bcbfea40f598246,3,8,7,2
commons-lang,8d11c4a3b4e2841cd5ba7dd78a4325ef27eb6988_6ee75ef4d4b767ac1bdf28bb15f7ad58f8ee7dfc,4,10,2,2
commons-lang,12e803d67169bc4e0d8d9ba56bcbfea40f598246_6ee75ef4d4b767ac1bdf28bb15f7ad58f8ee7dfc,2,4,2,0
commons-lang,12e803d67169bc4e0d8d9ba56bcbfea40f598246_4ddbd99c5805781bd3c2287ab7920fecc23dab53,3,7,3,0
commons-lang,12e803d67169bc4e0d8d9ba56bcbfea40f598246_bc73f131ea935176f1707b941c1bfb039c459a18,4,10,5,2
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53_bc73f131ea935176f1707b941c1bfb039c459a18,2,5,5,1
commons-lang,4de9d7b4e0ecd755f79c09cf5f586c362ca61369_379151bad9c5402c335db67f9494351b99298732,2,0,0,0
